1.2343e-14,0
1.85474e-14,6.47652e-15
1.37823e-14,1.30125e-15
1.4914e-14,3.33282e-15
1.05472e-14,1.88411e-15
2.01266e-14,-6.31645e-15
3.81968e-14,-1.50036e-15
6.62651e-14,3.67526e-16
0,-1.62662e-07
-6.62651e-14,3.67526e-16
-3.81968e-14,-1.50036e-15
-2.01266e-14,-6.31645e-15
-1.05472e-14,1.88411e-15
-1.4914e-14,3.33282e-15
-1.37823e-14,1.30125e-15
-1.85474e-14,6.47652e-15
-1.2343e-14,0
-1.85474e-14,-6.47652e-15
-1.37823e-14,-1.30125e-15
-1.4914e-14,-3.33282e-15
-1.05472e-14,-1.88411e-15
-2.01266e-14,6.31645e-15
-3.81968e-14,1.50036e-15
-6.62651e-14,-3.67526e-16
0,-1.85053e-13
6.62651e-14,-3.67526e-16
3.81968e-14,1.50036e-15
2.01266e-14,6.31645e-15
1.05472e-14,-1.88411e-15
1.4914e-14,-3.33282e-15
1.37823e-14,-1.30125e-15
1.85474e-14,-6.47652e-15
1.2343e-14,0
1.85474e-14,6.47652e-15
1.37823e-14,1.30125e-15
1.4914e-14,3.33282e-15
1.05472e-14,1.88411e-15
2.01266e-14,-6.31645e-15
3.81968e-14,-1.50036e-15
6.62651e-14,3.67526e-16
0,2.16139e-13
-6.62651e-14,3.67526e-16
-3.81968e-14,-1.50036e-15
-2.01266e-14,-6.31645e-15
-1.05472e-14,1.88411e-15
-1.4914e-14,3.33282e-15
-1.37823e-14,1.30125e-15
-1.85474e-14,6.47652e-15
-1.2343e-14,0
-1.85474e-14,-6.47652e-15
-1.37823e-14,-1.30125e-15
-1.4914e-14,-3.33282e-15
-1.05472e-14,-1.88411e-15
-2.01266e-14,6.31645e-15
-3.81968e-14,1.50036e-15
-6.62651e-14,-3.67526e-16
64,-1.62662e-07
6.62651e-14,-3.67526e-16
3.81968e-14,1.50036e-15
2.01266e-14,6.31645e-15
1.05472e-14,-1.88411e-15
1.4914e-14,-3.33282e-15
1.37823e-14,-1.30125e-15
1.85474e-14,-6.47652e-15
1.2343e-14,0
1.85474e-14,6.47652e-15
1.37823e-14,1.30125e-15
1.4914e-14,3.33282e-15
1.05472e-14,1.88411e-15
2.01266e-14,-6.31645e-15
3.81968e-14,-1.50036e-15
6.62651e-14,3.67526e-16
64,1.62662e-07
-6.62651e-14,3.67526e-16
-3.81968e-14,-1.50036e-15
-2.01266e-14,-6.31645e-15
-1.05472e-14,1.88411e-15
-1.4914e-14,3.33282e-15
-1.37823e-14,1.30125e-15
-1.85474e-14,6.47652e-15
-1.2343e-14,0
-1.85474e-14,-6.47652e-15
-1.37823e-14,-1.30125e-15
-1.4914e-14,-3.33282e-15
-1.05472e-14,-1.88411e-15
-2.01266e-14,6.31645e-15
-3.81968e-14,1.50036e-15
-6.62651e-14,-3.67526e-16
0,-1.85053e-13
6.62651e-14,-3.67526e-16
3.81968e-14,1.50036e-15
2.01266e-14,6.31645e-15
1.05472e-14,-1.88411e-15
1.4914e-14,-3.33282e-15
1.37823e-14,-1.30125e-15
1.85474e-14,-6.47652e-15
1.2343e-14,0
1.85474e-14,6.47652e-15
1.37823e-14,1.30125e-15
1.4914e-14,3.33282e-15
1.05472e-14,1.88411e-15
2.01266e-14,-6.31645e-15
3.81968e-14,-1.50036e-15
6.62651e-14,3.67526e-16
0,2.16139e-13
-6.62651e-14,3.67526e-16
-3.81968e-14,-1.50036e-15
-2.01266e-14,-6.31645e-15
-1.05472e-14,1.88411e-15
-1.4914e-14,3.33282e-15
-1.37823e-14,1.30125e-15
-1.85474e-14,6.47652e-15
-1.2343e-14,0
-1.85474e-14,-6.47652e-15
-1.37823e-14,-1.30125e-15
-1.4914e-14,-3.33282e-15
-1.05472e-14,-1.88411e-15
-2.01266e-14,6.31645e-15
-3.81968e-14,1.50036e-15
-6.62651e-14,-3.67526e-16
0,1.62662e-07
6.62651e-14,-3.67526e-16
3.81968e-14,1.50036e-15
2.01266e-14,6.31645e-15
1.05472e-14,-1.88411e-15
1.4914e-14,-3.33282e-15
1.37823e-14,-1.30125e-15
1.85474e-14,-6.47652e-15
